antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'administration'}),frozenset({'obama'}),0.007535927094286716,0.048194882579740625,0.004118471784086926,0.5465116279069767,11.339619450317123,0.0037552786626482916,2.098852310208777,0.9187371553307961
frozenset({'ben'}),frozenset({'affleck'}),0.009901857693655801,0.007886435331230283,0.007623554153522608,0.7699115044247787,97.62477876106195,0.007545463793162547,4.3118781849065755,0.9996551418953767
frozenset({'affleck'}),frozenset({'ben'}),0.007886435331230283,0.009901857693655801,0.007623554153522608,0.9666666666666668,97.62477876106196,0.007545463793162547,29.702944269190432,0.9976243992471173
frozenset({'affleck'}),frozenset({'garner'}),0.007886435331230283,0.006046267087276551,0.004118471784086926,0.5222222222222223,86.37101449275363,0.004070788289707773,2.0803682781894213,0.9962791326996582
frozenset({'garner'}),frozenset({'affleck'}),0.006046267087276551,0.007886435331230283,0.004118471784086926,0.6811594202898551,86.37101449275363,0.004070788289707773,3.111628907370233,0.9944346592987333
frozenset({'affleck'}),frozenset({'jennifer'}),0.007886435331230283,0.041885734314756395,0.0048194882579740625,0.6111111111111112,14.589958158995817,0.004489159122999643,2.463722397476341,0.938863997687527
frozenset({'alex'}),frozenset({'jennifer'}),0.006221521205748335,0.041885734314756395,0.00473186119873817,0.7605633802816901,18.158052920030645,0.004471268214480573,4.001536050803076,0.9508437103005484
frozenset({'alex'}),frozenset({'lopez'}),0.006221521205748335,0.006834910620399579,0.004206098843322818,0.676056338028169,98.91224268689058,0.0041635753019586075,3.065857449823984,0.996087205713782
frozenset({'lopez'}),frozenset({'alex'}),0.006834910620399579,0.006221521205748335,0.004206098843322818,0.6153846153846154,98.91224268689058,0.0041635753019586075,2.5838240448650547,0.9967023998588318
frozenset({'rodriguez'}),frozenset({'alex'}),0.004994742376445847,0.006221521205748335,0.004907115317209955,0.9824561403508771,157.91252779836915,0.004876040421597647,56.645373291272165,0.9986554066805058
frozenset({'alex'}),frozenset({'rodriguez'}),0.006221521205748335,0.004994742376445847,0.004907115317209955,0.7887323943661972,157.91252779836915,0.004876040421597647,4.709691552751491,0.9998882058775367
frozenset({'angelina'}),frozenset({'brad'}),0.025148966000701017,0.03601472134595163,0.01594812478093235,0.6341463414634145,17.607975787787073,0.015042391778278293,2.6348930949877314,0.9675401901469318
frozenset({'angelina'}),frozenset({'jolie'}),0.025148966000701017,0.02138100245355766,0.02059235892043463,0.8188153310104529,38.29639572742331,0.020054648816669202,5.401224082612093,0.9990120009562515
frozenset({'jolie'}),frozenset({'angelina'}),0.02138100245355766,0.025148966000701017,0.02059235892043463,0.9631147540983606,38.29639572742331,0.020054648816669202,26.42929469953648,0.995165518502713
frozenset({'angelina'}),frozenset({'pitt'}),0.025148966000701017,0.030757097791798107,0.014458464773922187,0.5749128919860627,18.69203966764942,0.01368495556727602,2.280104204375032,0.9709188968335035
frozenset({'aniston'}),frozenset({'jennifer'}),0.021556256572029444,0.041885734314756395,0.020679985979670523,0.959349593495935,22.903969792836005,0.019777086344073776,23.569610935856993,0.9774087195693949
frozenset({'theroux'}),frozenset({'aniston'}),0.008675078864353312,0.021556256572029444,0.005958640028040659,0.6868686868686869,31.864005912786396,0.005771637802258069,3.124707438689325,0.9770929851654265
frozenset({'barack'}),frozenset({'obama'}),0.023396424815983176,0.048194882579740625,0.01927795303189625,0.8239700374531835,17.096629213483148,0.01815036508510421,5.407063113855517,0.964064602960969
